index	return	risk	AAPL	SPY	TSLA	BAC	NVDA	GOOG
90	0.0340202933997725	0.08356254778003484	-1.040422717372211e-22	-1.1110832862872807e-22	-3.1735978147924824e-23	-6.290311366907552e-23	0.38370397957673913	0.6162960204232609
91	0.03423585234604131	0.08505180732562331	1.1063315867538757e-23	1.875621878435531e-23	1.364189933084599e-23	3.217903162169118e-24	0.3453335838427527	0.6546664161572474
92	0.03445141129231013	0.08676830775716937	-9.228926501232822e-23	-9.771056128080528e-23	-3.628582591426889e-23	-5.071040118501612e-23	0.3069631881087624	0.6930368118912377
93	0.03466697023857894	0.08869885735765863	-1.226563937231649e-22	-1.380226101683691e-22	-5.0512389061285174e-23	-7.803758135399418e-23	0.26859279237477574	0.7314072076252243
94	0.03488252918484775	0.09082980857565003	-2.393428307022258e-22	-2.641359449488419e-22	-8.491629114372652e-23	-1.4027450315803521e-22	0.23022239664078784	0.7697776033592122
95	0.03509808813111656	0.0931474085471395	-2.714567272622642e-22	-2.997798961177326e-22	-9.491337255379201e-23	-1.5791816596699314e-22	0.19185200090680055	0.8081479990931996
96	0.03531364707738538	0.09563808904421792	-2.73793545812239e-22	-3.159425655148135e-22	-9.796172505274107e-23	-1.6944448503205677e-22	0.1534816051728115	0.8465183948271885
97	0.03552920602365419	0.09828869312812799	-3.1284578218248735e-22	-3.5505538381413295e-22	-1.1142805140830513e-22	-1.9576146237501996e-22	0.11511120943882375	0.8848887905611763
98	0.035744764969923	0.10108664145901967	-4.729905328604445e-22	-5.192853010782674e-22	-1.8641502868330416e-22	-2.7982257133926435e-22	0.0767408137048367	0.9232591862951633
99	0.03596032391619181	0.10402004484673624	-4.0482874981095436e-22	-4.540984428123265e-22	-1.3662624136636536e-22	-2.3972218708296935e-22	0.038370417970849204	0.9616295820291509
100	0.03617588286246063	0.10707777324755414	4.72086159930706e-09	3.0229672367538145e-09	-2.285397111929103e-09	8.760111937977683e-10	-4.84989891840139e-09	1.000000000294066
